"seriesDescription","seriesCount","geoAreaCode","geoAreaName","timePeriodStart","value","Age","Location","Sex"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2009,"1.5","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2009,"1.8","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2009,"5.2","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2009,"1.1","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"5.8","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"2.1","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"0.6","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"1.5","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"1.7","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"0.6","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"0.3","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"0.9","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"2.3","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"1.1","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"0.4","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","380","Italy",2014,"0.3","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.69458","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"1.875","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.27792","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.06958","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"1.94458","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.34708","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.34708","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.69458","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"2.98625","35-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.625","35-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"5.55542","25-34","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.625","25-34","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.76375","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.20833","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"0.20833","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2001,"1.18042","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"1.11125","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.34708","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.76375","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"5.48625","25-34","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.76375","25-34","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.76375","35-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"3.68042","35-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.69458","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.41667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"1.94458","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.48625","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.06958","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.76375","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"1.875","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.41667","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2006,"0.20833","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"1.94458","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.48625","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.48625","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.97208","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.27792","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.69458","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"2.01375","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.06958","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.625","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.41667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.90292","35-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"4.30542","35-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"5.34708","25-34","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.83333","25-34","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"1.11125","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2011,"0.34708","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"1.25","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.41667","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.34708","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"2.22208","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.55542","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"4.93042","35-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"6.45833","25-34","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"1.04167","25-34","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.41667","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.69458","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.06958","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.48625","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.97208","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"2.08333","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"0.55542","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","392","Japan",2016,"1.18042","35-44","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2003,"1.38875","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2003,"3.68042","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2006,"1.18042","20-74","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2006,"2.84708","20-74","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2012,"2.08333","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2012,"0.76375","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"2.84708","10+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.11125","10+","ALLAREA","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"2.43042","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"0.83333","45-54","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.04167","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"0.55542","65+","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"0.625","55-64","URBAN","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.45833","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"0.625","45-54","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.31958","25-44","RURAL","MALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.25","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"3.05542","10+","URBAN","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.66667","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid care work, by sex, age and location (%)","2026","398","Kazakhstan",2018,"1.45833","45-54","URBAN","FEMALE"
